OrderID,OrderDate,CustomerID,Region,CustomerSegment,ProductID,ProductCategory,ProductSubcategory,Quantity,UnitPrice,DiscountPercent,GrossSales,NetSales,CostOfGoodsSold,ShippingCost,DeliveryDays,ExpectedDeliveryDays,ReturnFlag,ReturnReason,FulfilmentCenter
ORD00109,23-Apr-2024,CUST1679,West,Small Business,PROD292,Fashion,Footwear,3,3542,0.1,10626,9563.4,5639.413,51,1,2,0,,FC4
ORD00110,17-Dec-2023,CUST1145,West,Consumer,PROD308,Electronics,Audio,2,2986,0,5972,5972,3477.368,183,4,4,0,,FC4
ORD00111,4-Feb-2024,CUST1067,South,Corporate,PROD377,Fashion,Apparel,5,4369,0.1,21845,19660.5,12394.81,67,3,2,0,,FC3
ORD00112,22-Dec-2023,CUST1377,East,Consumer,PROD248,Fashion,Apparel,2,2623,0,5246,5246,4054.309,245,6,6,0,,FC4
ORD00113,9-Feb-2025,CUST1388,North,Small Business,PROD434,Fashion,Footwear,2,2123,0.1,4246,3821.4,2384.598,299,2,2,0,,FC3
ORD00114,20-Apr-2024,CUST1618,East,Corporate,PROD126,Electronics,Laptop,1,261,0.05,261,247.95,143.433,73,5,5,0,,FC4
ORD00115,3-Jan-2024,CUST1524,East,Small Business,PROD486,Fashion,Accessories,3,3959,0.3,11877,8313.9,6108.044,222,6,4,0,,FC1
ORD00116,14-Nov-2024,CUST1842,West,Consumer,PROD144,Lifestyle,Beauty,2,3530,0.4,7060,4236,4807.162,217,4,3,0,,FC2
ORD00117,26-Oct-2024,CUST1201,East,Small Business,PROD271,Electronics,Mobile,2,3420,0.1,6840,6156,5129.279,78,6,6,0,,FC4
ORD00118,23-Apr-2025,CUST1075,South,Consumer,PROD275,Fashion,Accessories,2,479,0.15,958,814.3,750.5779,88,5,3,0,,FC2
ORD00119,10-Feb-2024,CUST1841,West,Consumer,PROD135,Lifestyle,Fitness,3,2122,0,6366,6366,3766.337,255,2,3,0,,FC1
ORD00120,4-Dec-2023,CUST1466,North,Small Business,PROD438,Fashion,Footwear,5,794,0.05,3970,3771.5,2175.457,70,5,5,1,Damaged,FC1
ORD00121,19-May-2024,CUST1794,South,Consumer,PROD170,Fashion,Accessories,4,3878,0.1,15512,13960.8,7867.572,298,4,5,1,Quality Issue,FC4
ORD00122,24-May-2023,CUST1223,West,Consumer,PROD274,Lifestyle,Home Decor,3,1608,0.25,4824,3618,3811.751,63,4,4,0,,FC3
ORD00123,27-Sep-2024,CUST1409,West,Consumer,PROD102,Lifestyle,Fitness,3,3947,0,11841,11841,7344.423,288,2,2,0,,FC3
ORD00124,14-Sep-2024,CUST1394,South,Consumer,PROD241,Fashion,Footwear,4,3256,0.3,13024,9116.8,8465.511,287,3,3,0,,FC4
ORD00125,14-Oct-2024,CUST1615,West,Consumer,PROD285,Fashion,Footwear,5,4602,0.05,23010,21859.5,12676.48,188,6,5,0,,FC3
ORD00126,18-Sep-2023,CUST1772,West,Consumer,PROD209,Fashion,Apparel,5,4673,0.05,23365,22196.75,15570.66,75,5,5,0,,FC1
ORD00127,10-Dec-2024,CUST1447,East,Consumer,PROD328,Electronics,Audio,3,1753,0.2,5259,4207.2,3434.222,122,5,4,0,,FC2
ORD00128,24-Sep-2025,CUST1203,West,Corporate,PROD271,Electronics,Audio,1,3516,0.05,3516,3340.2,2483.663,231,8,6,0,,FC4
ORD00129,7-Apr-2025,CUST1899,South,Small Business,PROD229,Fashion,Accessories,3,4929,0.25,14787,11090.25,8376.75,253,4,4,1,Size Issue,FC1
ORD00130,11-May-2024,CUST1008,East,Corporate,PROD348,Lifestyle,Beauty,5,1424,0,7120,7120,5110.247,168,3,2,0,,FC1
ORD00131,24-Nov-2024,CUST1133,South,Consumer,PROD280,Fashion,Apparel,4,554,0.1,2216,1994.4,1654.889,83,2,2,0,,FC2
ORD00132,16-May-2025,CUST1414,North,Small Business,PROD309,Lifestyle,Home Decor,4,1980,0.1,7920,7128,4213.185,214,4,5,0,,FC2
ORD00133,27-Aug-2023,CUST1049,West,Corporate,PROD204,Fashion,Apparel,4,1992,0,7968,7968,4588.425,94,2,3,0,,FC3
ORD00134,28-Dec-2024,CUST1315,East,Small Business,PROD100,Fashion,Apparel,4,1484,0.1,5936,5342.4,4624.769,127,2,2,0,,FC3
ORD00135,30-Oct-2025,CUST1195,West,Consumer,PROD380,Fashion,Accessories,2,2894,0.15,5788,4919.8,4606.754,92,2,2,0,,FC1
ORD00136,25-Feb-2024,CUST1105,East,Consumer,PROD264,Electronics,Mobile,4,3936,0.1,15744,14169.6,9593.181,277,7,6,0,,FC2
ORD00137,12-Jun-2024,CUST1402,East,Small Business,PROD256,Fashion,Footwear,4,3706,0.1,14824,13341.6,9798.471,65,3,2,0,,FC3
ORD00138,12-Sep-2024,CUST1283,West,Small Business,PROD292,Lifestyle,Beauty,5,2865,0.4,14325,8595,7377.471,62,3,2,0,,FC1
ORD00139,16-Jan-2025,CUST1031,West,Small Business,PROD435,Fashion,Footwear,3,373,0.05,1119,1063.05,797.9287,125,5,5,0,,FC3
ORD00140,10-Nov-2025,CUST1731,East,Corporate,PROD170,Fashion,Accessories,1,2913,0,2913,2913,1958.085,96,5,6,0,,FC2
ORD00141,19-Sep-2024,CUST1630,East,Corporate,PROD456,Fashion,Accessories,1,3176,0.15,3176,2699.6,2222.097,267,3,2,0,,FC2
ORD00142,26-Jan-2024,CUST1396,West,Corporate,PROD395,Electronics,Mobile,3,2777,0.2,8331,6664.8,5614.544,263,3,3,0,,FC3
ORD00143,24-Aug-2025,CUST1953,North,Small Business,PROD388,Electronics,Laptop,2,4453,0.1,8906,8015.4,5964.575,176,6,6,0,,FC1
ORD00144,27-May-2025,CUST1473,West,Consumer,PROD130,Fashion,Accessories,4,4358,0.15,17432,14817.2,9842.819,189,5,3,0,,FC1
ORD00145,18-Mar-2025,CUST1076,North,Small Business,PROD320,Electronics,Laptop,1,2017,0.25,2017,1512.75,1033.67,213,2,2,0,,FC3
ORD00146,10-Feb-2024,CUST1121,West,Small Business,PROD284,Fashion,Accessories,3,3009,0.4,9027,5416.2,6221.014,111,5,5,0,,FC4
ORD00147,14-Oct-2024,CUST1677,East,Corporate,PROD257,Lifestyle,Beauty,1,2945,0.4,2945,1767,1580.746,66,4,5,0,,FC3
ORD00148,5-Oct-2024,CUST1980,East,Corporate,PROD212,Fashion,Accessories,1,3524,0.15,3524,2995.4,2009.707,65,6,5,0,,FC2
ORD00149,9-Nov-2024,CUST1419,East,Corporate,PROD207,Lifestyle,Home Decor,1,4456,0.5,4456,2228,3428.639,237,3,3,0,,FC2
ORD00150,13-Jul-2024,CUST1239,North,Consumer,PROD144,Lifestyle,Fitness,1,2084,0,2084,2084,1565.306,62,5,5,0,,FC2
ORD00151,12-May-2023,CUST1033,East,Consumer,PROD383,Electronics,Laptop,2,4681,0.15,9362,7957.7,7287.679,228,3,3,0,,FC3
ORD00152,16-Aug-2025,CUST1586,South,Small Business,PROD477,Electronics,Audio,2,2692,0.25,5384,4038,3970.78,260,7,6,0,,FC3
ORD00153,17-Apr-2025,CUST1791,North,Consumer,PROD127,Electronics,Laptop,4,3900,0.2,15600,12480,8313.06,110,6,6,0,,FC1
ORD00154,31-Mar-2024,CUST1385,West,Small Business,PROD114,Fashion,Apparel,1,3948,0.25,3948,2961,2530.782,211,6,6,0,,FC1
ORD00155,3-Aug-2023,CUST1963,North,Small Business,PROD379,Electronics,Audio,4,1646,0.05,6584,6254.8,5089.084,196,4,4,0,,FC4
ORD00156,19-May-2023,CUST1959,North,Consumer,PROD273,Fashion,Footwear,1,2666,0.05,2666,2532.7,1709.794,78,7,5,0,,FC3
ORD00157,31-Dec-2024,CUST1824,East,Consumer,PROD288,Fashion,Apparel,4,4153,0,16612,16612,11332.37,172,6,4,0,,FC2
ORD00158,13-Jul-2023,CUST1555,North,Corporate,PROD167,Fashion,Accessories,1,4760,0.4,4760,2856,2855.034,60,4,4,0,,FC1
ORD00159,23-Mar-2024,CUST1020,South,Small Business,PROD209,Electronics,Laptop,2,4014,0.4,8028,4816.8,4033.805,83,4,4,1,Late Delivery,FC2
ORD00160,7-Jan-2023,CUST1218,North,Consumer,PROD340,Fashion,Footwear,3,1031,0.15,3093,2629.05,2415.152,75,5,5,0,,FC3
ORD00161,1-May-2024,CUST1748,South,Small Business,PROD107,Lifestyle,Fitness,5,4376,0,21880,21880,12416.22,139,5,4,0,,FC2
ORD00162,16-Apr-2023,CUST1038,East,Corporate,PROD319,Fashion,Apparel,3,3275,0.3,9825,6877.5,7520.666,228,6,6,0,,FC4
ORD00163,26-Sep-2024,CUST1289,North,Consumer,PROD477,Lifestyle,Beauty,5,4933,0.25,24665,18498.75,16230.33,194,6,6,0,,FC4
ORD00164,10-May-2025,CUST1071,North,Small Business,PROD318,Lifestyle,Beauty,5,1876,0,9380,9380,7158.932,69,5,3,0,,FC4
ORD00165,14-Oct-2024,CUST1164,South,Corporate,PROD477,Electronics,Mobile,4,2077,0,8308,8308,5457.849,211,4,4,0,,FC4
ORD00166,29-Feb-2024,CUST1233,West,Corporate,PROD435,Electronics,Laptop,1,2051,0.2,2051,1640.8,1331.319,191,2,2,0,,FC4
ORD00167,3-May-2024,CUST1207,South,Corporate,PROD395,Electronics,Mobile,4,487,0.05,1948,1850.6,1468.994,159,5,5,0,,FC4
ORD00168,4-Jul-2025,CUST1496,North,Consumer,PROD148,Fashion,Accessories,4,3096,0.1,12384,11145.6,8446.606,121,6,6,0,,FC1
ORD00169,20-Oct-2023,CUST1341,West,Consumer,PROD122,Fashion,Accessories,1,757,0.05,757,719.15,386.6185,136,5,4,0,,FC3
ORD00170,17-Nov-2025,CUST1017,South,Corporate,PROD355,Lifestyle,Beauty,3,3175,0.4,9525,5715,4792.578,51,3,2,0,,FC1
ORD00171,30-Jul-2024,CUST1382,East,Corporate,PROD338,Fashion,Apparel,5,3653,0.1,18265,16438.5,13772.45,279,3,2,1,Quality Issue,FC1
ORD00172,10-Jan-2025,CUST1424,North,Small Business,PROD474,Fashion,Footwear,4,1707,0.1,6828,6145.2,4694.695,137,6,5,0,,FC1
ORD00173,19-Aug-2025,CUST1844,West,Corporate,PROD235,Fashion,Footwear,5,1108,0.15,5540,4709,4066.059,237,3,3,0,,FC3
ORD00174,8-Apr-2024,CUST1276,North,Consumer,PROD117,Fashion,Footwear,5,1005,0.1,5025,4522.5,3251.072,77,6,6,0,,FC4
ORD00175,3-Dec-2024,CUST1400,South,Consumer,PROD300,Lifestyle,Beauty,1,4260,0.15,4260,3621,2736.188,97,3,4,0,,FC3
ORD00176,9-Jul-2025,CUST1384,South,Small Business,PROD421,Lifestyle,Fitness,1,4745,0,4745,4745,2696.333,254,3,4,0,,FC2
ORD00177,5-Dec-2025,CUST1586,West,Consumer,PROD203,Fashion,Footwear,2,4922,0.1,9844,8859.6,6512.544,66,5,5,0,,FC3
